Steps,Policy/Entropy,Policy/Extrinsic Value Estimate,Losses/Value Loss,Losses/Policy Loss,Policy/Learning Rate,Policy/Epsilon,Policy/Beta,Environment/Episode Length,Environment/Cumulative Reward,Policy/Extrinsic Reward,Is Training
4050000,0.7879108,-27.108704,4.580757,0.0239452,0.00017922619,0.15974206,0.000302736,1202.5294117647059,-353.5836640964536,-353.5836640964536,1.0
4100000,0.9736406,-26.697325,7.7334747,0.022885043,0.00017783277,0.15927756,0.00030046012,1202.4,-357.82043664455415,-357.82043664455415,1.0
4150000,0.95305014,-26.410856,0.47491378,0.025507754,0.00017628603,0.15876198,0.00029793376,1202.3636363636363,-352.98816787112844,-352.98816787112844,1.0
4200000,1.05586,-26.254564,103.18856,0.02489863,0.00017474034,0.15824676,0.00029540906,1202.3809523809523,-375.68099200157894,-375.68099200157894,1.0
4250000,1.249747,-26.447268,36.396664,0.023311947,0.00017319557,0.15773183,0.000292886,1202.3,-359.7741876363754,-359.7741876363754,1.0
4300000,1.4904908,-26.003273,101.3719,0.026914567,0.00017164831,0.1572161,0.00029035885,1202.2857142857142,-341.720269911346,-341.720269911346,1.0
4350000,1.5810065,-26.128374,330.32593,0.024855735,0.00017026078,0.15675357,0.0002880925,1202.35,-411.0591030359268,-411.0591030359268,1.0
4400000,1.6573529,-25.810839,122.31551,0.025154348,0.00016886892,0.15628962,0.00028581911,1202.3636363636363,-383.4030632620508,-383.4030632620508,1.0
4450000,1.6789547,-25.777636,25.396555,0.023298483,0.00016732063,0.15577349,0.00028329025,1202.3684210526317,-349.3413434154109,-349.3413434154109,1.0
4500000,1.6046176,-25.826097,138.80858,0.023711044,0.00016577201,0.15525731,0.00028076087,1202.2857142857142,-351.9812185517734,-351.9812185517734,1.0
4550000,1.5018762,-25.6701,6.782912,0.025202919,0.00016422832,0.15474275,0.00027823946,1202.304347826087,-347.6731086762055,-347.6731086762055,1.0
4600000,1.4157372,-25.937664,11.529237,0.02604968,0.000162682,0.15422732,0.00027571383,1202.3684210526317,-339.7280851488835,-339.7280851488835,1.0
4650000,1.342313,-25.269188,52.264355,0.022954201,0.0001611349,0.1537116,0.00027318692,1202.3478260869565,-331.92453693954843,-331.92453693954843,1.0
4700000,1.241665,-25.193481,6.7431755,0.025437819,0.00015974247,0.15324749,0.00027091257,1202.3157894736842,-345.1260465053155,-345.1260465053155,1.0
4750000,1.0122726,-25.190866,800.3666,0.025253529,0.00015834755,0.15278248,0.00026863423,1202.2857142857142,-529.5807729746614,-529.5807729746614,1.0
4800000,0.86437017,-25.77673,142.0433,0.025820553,0.00015679847,0.15226614,0.00026610406,1202.35,-382.4036998152733,-382.4036998152733,1.0
4850000,0.85844904,-25.462698,124.47627,0.024218012,0.00015525032,0.15175009,0.0002635754,1202.3181818181818,-379.1831840005788,-379.1831840005788,1.0
4900000,1.027832,-25.482033,600.901,0.024418104,0.00015370495,0.15123495,0.0002610513,1202.35,-475.3513043820858,-475.3513043820858,1.0
4950000,0.9561884,-25.52959,115.70189,0.02151784,0.00015216216,0.15072072,0.00025853142,1202.3333333333333,-394.6868650345575,-394.6868650345575,1.0
5000000,0.95328677,-25.739622,304.7494,0.023263633,0.00015077084,0.15025692,0.0002562589,1202.35,-419.6535660237074,-419.6535660237074,1.0
